Title,Quartile
Advances in Cement Research,Q2
Advances in Civil Engineering,Q2
Advances in Civil Engineering Materials,Q2
Advances in Civil and Architectural Engineering,Q3
Advances in Climate Change Research,Q1
Advances in Clinical Radiology,Q3
Advances in Clinical and Experimental Medicine,Q2
Advances in Cognitive Psychology,Q3
Advances in Colloid and Interface Science,Q1
Advances in Combinatorics,Q1
Advances in Communication and Swallowing,Q2
Advances in Complex Systems,Q2
Advances in Computational Design,Q4
Advances in Computational Mathematics,Q1
Advances in Computational Science and Engineering,Q2
Advances in Concrete Construction,Q3
Advances in Condensed Matter Physics,Q3
Advances in Consumer Research,Q4
Advances in Continuous and Discrete Models,Q3
Advances in Cosmetic Surgery,Q4
Advances in Data Analysis and Classification,Q2
Advances in Decision Sciences,Q3
Advances in Dental Research,Q1
Advances in Developing Human Resources,Q2
Advances in Differential Equations,Q1
Advances in Distributed Computing and Artificial Intelligence Journal,Q3
Advances in Drug and Alcohol Research,Q2
Advances in Dual Diagnosis,Q3
Advances in Earth Science,Q3
Advances in Electrical and Computer Engineering,Q3
Advances in Electrical and Electronic Engineering,Q3
Advances in Engineering Education,Q2
Advances in Engineering Software,Q1
Advances in Engineering and Intelligence Systems,Q3
Advances in Environmental Technology,Q3
Advances in Environmental and Engineering Research,Q3
Advances in Fixed Point Theory,Q3
Advances in Fuzzy Systems,Q3
Advances in Geo-Energy Research,Q1
Advances in Geometry,Q3
Advances in Geosciences,Q2
Advances in Gerontology,Q4
Advances in Group Theory and Applications,Q4
Advances in Health Care Management,Q3
Advances in Health Sciences Education,Q1
Advances in Hematology,Q3
Advances in High Energy Physics,Q3
Advances in Horticultural Science,Q3
Advances in Hospitality and Tourism Research,Q2
Advances in Human-Computer Interaction,Q2
Advances in Industrial and Manufacturing Engineering,Q1
Advances in Integrative Medicine,Q3
Advances in Kidney Disease and Health,Q1
Advances in Laboratory Medicine,Q2
Advances in Life Course Research,Q1
Advances in Manufacturing,Q1
Advances in Materials Research (South Korea),Q4
Advances in Materials Science and Engineering,Q2
Advances in Materials and Processing Technologies,Q2
Advances in Mathematical Physics,Q3
Advances in Mathematical Sciences and Applications,Q4
Advances in Mathematics,Q1
Advances in Mathematics of Communications,Q2
Advances in Mechanical Engineering,Q2
Advances in Mechanics,Q2
Advances in Medical Education and Practice,Q2
Advances in Medical Sciences,Q2
Advances in Mental Health,Q2
Advances in Mental Health and Intellectual Disabilities,Q3
Advances in Meteorology,Q2
Advances in Methods and Practices in Psychological Science,Q1
Advances in Military Technology,Q4
Advances in Mind-Body Medicine,Q3
Advances in Nano Research,Q2
Advances in Natural Sciences: Nanoscience and Nanotechnology,Q3
Advances in Neonatal Care,Q2
Advances in Neurodevelopmental Disorders,Q1
Advances in Nonlinear Analysis,Q1
Advances in Nursing Science,Q2
Advances in Nutrition,Q1
Advances in Oceanography and Limnology,Q3
Advances in Operations Research,Q3
Advances in Operator Theory,Q3
Advances in Ophthalmology Practice and Research,Q1
Advances in Ophthalmology and Optometry,Q4
Advances in Optics and Photonics,Q1
Advances in Orthopedics,Q2
Advances in Pharmacological and Pharmaceutical Sciences,Q2
Advances in Physics,Q1
Advances in Physics: X,Q1
Advances in Physiology Education,Q2
Advances in Polar Science,Q3
Advances in Polymer Technology,Q2
Advances in Production Engineering and Management,Q2
Advances in Psychiatry and Behavioral Health,Q3
Advances in Public Health,Q3
Advances in Pure and Applied Mathematics,Q4
Advances in Radiation Oncology,Q2
Advances in Radio Science,Q3
Advances in Redox Research,Q2
Advances in Rehabilitation,Q3
Advances in Respiratory Medicine,Q2
Advances in Rheumatology,Q2
Advances in Sample Preparation,Q1
"Advances in Science and Engineering Technology International Conferences, ASET",Q4
Advances in Science and Research,Q2
Advances in Science and Technology Research Journal,Q3
Advances in Science and Technology of Water Resources,Q3
Advances in Simulation,Q1
Advances in Skin and Wound Care,Q3
Advances in Social Work,Q2
Advances in Southeast Asian Studies,Q2
Advances in Space Research,Q2
"Advances in Statistical Climatology, Meteorology and Oceanography",Q1
Advances in Structural Engineering,Q2
Advances in Systems Science and Applications,Q3
Advances in Technology Innovation,Q4
Advances in Theoretical and Mathematical Physics,Q2
Advances in Therapy,Q1
Advances in Traditional Medicine,Q3
Advances in Transportation Studies,Q3
Advances in Tribology,Q3
Advances in Urology,Q3
Advances in Virology,Q3
Advances in Water Resources,Q1
Advances in Water Science,Q2
Advances in Weed Science,Q2
Advances in Wind Engineering,Q1
Advances in Wound Care,Q1
"Advances in gerontology = Uspekhi gerontologii / Rossiiskaia akademiia nauk, Gerontologicheskoe obshchestvo",Q4
Advancing Microelectronics,Q4
Advancing Women in Leadership Journal,Q3
Adverse Drug Reaction Bulletin,Q4
Adverse Drug Reactions Journal,Q4
Adversity and Resilience Science,Q1
Aegyptus,Q3
Aeolian Research,Q1
Aequationes Mathematicae,Q3
Aero Weaponry,Q4
Aerobiologia,Q2
Aeronautical Journal,Q2
Aerosol Research,Q2
Aerosol Science and Engineering,Q2
Aerosol Science and Technology,Q2
Aerosol and Air Quality Research,Q2
Aerospace,Q2
Aerospace Medicine and Human Performance,Q4
Aerospace Science and Technology,Q1
Aerospace Systems,Q2
Aerospace Technology,Q3
Aerotecnica Missili and Spazio,Q3
Aesthetic Cosmetology and Medicine,Q4
Aesthetic Medicine,Q4
Aesthetic Plastic Surgery,Q2
Aesthetic Surgery Journal,Q1
Aestimum,Q3
Aethiopica,Q4
Aevum - Rassegna di Scienze Storiche Linguistiche e Filologiche,Q4
Affective Science,Q1
Affilia - Feminist Inquiry in Social Work,Q1
Afghanistan,Q2
Afinidad,Q4
Afkar,Q1
Africa,Q1
Africa (Italy),Q4
Africa Development/Afrique et Developpement,Q3
Africa Education Review,Q3
Africa Journal of Management,Q2
Africa Journal of Nursing and Midwifery,Q4
Africa Review,Q2
Africa Spectrum,Q2
Africa Today,Q3
African Affairs,Q1
African American Review,Q4
African Archaeological Review,Q1
African Arts,Q3
African Conflict and Peacebuilding Review,Q3
African Development Review,Q1
African Economic History,Q2
African Entomology,Q3
African Evaluation Journal,Q3
African Finance Journal,Q4
African Geographical Review,Q2
African Health Sciences,Q3
African Historical Review,Q3
African Human Mobility Review,Q2
African Human Rights Law Journal,Q3
African Human Rights Yearbook,Q4
African Identities,Q2
African Invertebrates,Q3
African Journal of AIDS Research,Q3
African Journal of Agricultural and Resource Economics,Q4
African Journal of Applied Research,Q4
African Journal of Aquatic Science,Q3
African Journal of Business and Economic Research,Q4
African Journal of Disability,Q2
African Journal of Drug and Alcohol Studies,Q4
African Journal of Ecology,Q3
African Journal of Economic and Management Studies,Q2
African Journal of Emergency Medicine,Q2
"African Journal of Food, Agriculture, Nutrition and Development",Q3
African Journal of Herpetology,Q2
"African Journal of Hospitality, Tourism and Leisure",Q3
African Journal of Infectious Diseases,Q3
African Journal of International and Comparative Law,Q2
African Journal of Laboratory Medicine,Q2
African Journal of Law and Justice System,Q4
African Journal of Legal Studies,Q3
African Journal of Library Archives and Information Science,Q3
African Journal of Marine Science,Q2
African Journal of Paediatric Surgery,Q3
African Journal of Primary Health Care and Family Medicine,Q2
African Journal of Psychological Assessment,Q3
African Journal of Range and Forage Science,Q2
"African Journal of Religion, Philosophy and Culture",Q2
African Journal of Reproductive Health,Q3
"African Journal of Research in Mathematics, Science and Technology Education",Q2
"African Journal of Science, Technology, Innovation and Development",Q2
African Journal of Social Work,Q3
African Journal of Thoracic and Critical Care Medicine,Q3
African Journal of Urology,Q3
African Journal of Wildlife Research,Q3
African Journalism Studies,Q1
African Multidisciplinary Tax Journal (AMTJ),Q3
African Renaissance,Q3
African Review (Tanzania),Q3
African Security,Q1
African Security Review,Q2
African Studies,Q1
African Studies Quarterly,Q3
African Studies Review,Q2
African Transport Studies,Q3
African Vision and Eye Health,Q3
African Zoology,Q3
African and Asian Studies,Q2
African and Black Diaspora,Q4
Africana Linguistica,Q4
Afrika Focus,Q4
Afrika Matematika,Q3
Afriques,Q3
Afro-Asian Journal of Finance and Accounting,Q4
Afterall,Q4
"Agathon - International Journal of Architecture, Art and Design",Q2
Age and Ageing,Q1
Age of Human Rights Journal,Q3
"Age, Culture, Humanities",Q3
Ageing International,Q2
Ageing Research Reviews,Q1
Ageing and Society,Q1
Agenda,Q2
Ager,Q3
Aggregate,Q1
Aggression and Violent Behavior,Q1
Aggressive Behavior,Q1
Aging,Q2
Aging Brain,Q1
Aging Cell,Q1
Aging Clinical and Experimental Research,Q1
Aging Male,Q2
Aging Medicine,Q2
Aging Medicine and Healthcare,Q4
Aging Pathobiology and Therapeutics,Q3
Aging and Cancer,Q2
Aging and Disease,Q1
Aging and Health Research,Q2
Aging and Mental Health,Q1
"Aging, Neuropsychology, and Cognition",Q2
Agora,Q4
Agora - Estudos Classicos em Debate,Q4
Agora - Papeles de Filosofia,Q4
Agraarteadus,Q4
Agrarforschung Schweiz,Q4
Agrarian South,Q1
Agraris,Q2
Agrekon,Q2
Agri,Q3
Agri Centuriati,Q4
AgriEngineering,Q2
AgriScientia,Q4
Agribusiness,Q2
Agriculturae Conspectus Scientificus,Q4
Agricultural Biotechnology Journal,Q3
Agricultural Economics (Czech Republic),Q2
Agricultural Economics (United Kingdom),Q1
Agricultural Economics Review,Q4
Agricultural Engineering,Q2
Agricultural Engineering International: CIGR Journal,Q4
Agricultural Engineering.eu,Q4
Agricultural Finance Review,Q2
Agricultural History,Q2
Agricultural History Review,Q1
Agricultural Research,Q3
Agricultural Research Journal,Q4
Agricultural Research in the Arid Areas,Q3
Agricultural Science Digest,Q3
Agricultural Systems,Q1
Agricultural Water Management,Q1
Agricultural and Environmental Letters,Q2
Agricultural and Food Economics,Q1
Agricultural and Food Science,Q3
Agricultural and Forest Entomology,Q2
Agricultural and Forest Meteorology,Q1
Agricultural and Resource Economics,Q3
Agricultural and Resource Economics Review,Q2
Agricultural and Rural Studies,Q2
Agriculture (Pol'nohospodarstvo),Q3
Agriculture (Switzerland),Q1
Agriculture Communications,Q1
Agriculture and Food Security,Q1
Agriculture and Forestry,Q3
Agriculture and Human Values,Q1
Agriculture and Natural Resources,Q4
"Agriculture, Ecosystems and Environment",Q1
Agris On-line Papers in Economics and Informatics,Q3
Agrivita,Q4
Agro Bali,Q3
AgroLife Scientific Journal,Q4
Agroalimentaria,Q3
Agrobiological Records,Q2
Agrochemicals,Q1
Agrochimica,Q4
Agrociencia,Q4
Agrociencia Uruguay,Q4
Agroecology and Sustainable Food Systems,Q1
Agroforestry Systems,Q1
Agrokemia es Talajtan,Q3
Agronomia Colombiana,Q4
Agronomia Mesoamericana,Q4
Agronomy,Q1
Agronomy Journal,Q2
Agronomy Research,Q4
Agronomy for Sustainable Development,Q1
"Agrosystems, Geosciences and Environment",Q2
Agua y Territorio,Q1
Aguas Subterraneas,Q4
Agypten und Levante,Q3
Ahkam: Jurnal Ilmu Syariah,Q1
"Aibi, Revista de Investigacion Administracion e Ingenierias",Q4
Aide Soignante,Q4
Ain Shams Dental Journal (Egypt),Q3
Ain Shams Engineering Journal,Q1
Air Force Magazine,Q4
Air Medical Journal,Q3
"Air Quality, Atmosphere and Health",Q2
Air and Space Law,Q2
Air and Space Power Review,Q4
"Air, Soil and Water Research",Q2
Aircraft Engineering and Aerospace Technology,Q2
Aisthesis,Q3
Aisthesis (Italy),Q3
Aither,Q3
Ajalooline Ajakiri,Q4
Ajatus,Q4
Akademik Gida,Q4
Akademiska Dzive,Q3
Akkadica,Q2
Akroterion,Q4
Aktuelle Dermatologie,Q4
Aktuelle Ernahrungsmedizin,Q4
Aktuelle Rheumatologie,Q4
Aktuelle Urologie,Q4
Akusherstvo i Ginekologiya (Russian Federation),Q4
Akustika,Q4
Al Abhath,Q3
Al-'Adalah,Q1
Al-'Arabiyya,Q2
Al-Ahkam,Q1
Al-Ahkam: Jurnal Ilmu Syari'ah dan Hukum,Q1
Al-Ahwal,Q1
Al-Anbar Medical Journal,Q4
Al-Bahir Journal for Engineering and Pure Sciences,Q3
Al-Ihkam: Jurnal Hukum dan Pranata Sosial,Q1
Al-Istinbath: Jurnal Hukum Islam,Q1
Al-Jami'ah,Q1
Al-Khwarizmi Engineering Journal,Q3
Al-Kindy College Medical Journal,Q4
Al-Manahij: Jurnal Kajian Hukum Islam,Q1
Al-Masaq,Q4
Al-Mazaahib,Q2
Al-Nahrain Journal for Engineering Sciences,Q4
Al-Nahrain Journal of Science,Q3
Al-Qadisiyah Journal for Engineering Sciences,Q3
Al-Qantara,Q3
Al-Rafidain Engineering Journal,Q4
Al-Rafidain Journal of Medical Sciences,Q4
Al-Risalah: Forum Kajian Hukum dan Sosial Kemasyarakatan,Q1
Al-Shajarah,Q2
AlBayan,Q1
Alam Cipta,Q3
Alaska Journal of Anthropology,Q3
Alauda,Q4
Alberta Journal of Educational Research,Q3
Alcheringa,Q2
Alcohol,Q1
Alcohol Research: Current Reviews,Q1
Alcohol and Alcoholism,Q2
"Alcohol, Clinical and Experimental Research",Q1
Alcoholism Treatment Quarterly,Q3
Aldrichimica Acta,Q4
Alea,Q2
Alea: Estudos Neolatinos,Q4
Aleph,Q4
Alergia Astma Immunologia,Q4
Alexandria Engineering Journal,Q1
Alexandria Journal of Veterinary Sciences,Q4
Alfred Nobel University Journal of Philology,Q3
Algae,Q1
Algal Research,Q1
Algebra Colloquium,Q3
Algebra Universalis,Q3
Algebra and Discrete Mathematics,Q3
Algebra and Logic,Q3
Algebra and Number Theory,Q1
Algebraic Combinatorics,Q1
Algebraic Geometry,Q1
Algebraic Statistics,Q2
Algebraic Structures and their Applications,Q4
Algebraic and Geometric Topology,Q1
Algebras and Representation Theory,Q2
Algorithmic Finance,Q4
Algorithmica,Q2
Algorithms,Q2
Algorithms for Molecular Biology,Q1
Alif,Q2
Alimentary Pharmacology and Therapeutics,Q1
All Azimuth,Q2
All Earth,Q2
All Life,Q3
Allelopathy Journal,Q4
Allergies,Q3
Allergo Journal International,Q3
Allergologia et Immunopathologia,Q3
Allergologie,Q4
Allergologie Select,Q1
Allergology International,Q1
Allergy and Asthma Proceedings,Q2
"Allergy, Asthma and Clinical Immunology",Q2
"Allergy, Asthma and Immunology Research",Q1
Allergy: European Journal of Allergy and Clinical Immunology,Q1
Allgemeine Forst- und Jagdzeitung,Q4
Allgemeine Zeitschrift fur Philosophie,Q2
Alloys,Q2
Almanac of Clinical Medicine,Q4
Almanack,Q1
Aloma,Q2
Alpha,Q4
Alphaville: Journal of Film and Screen Media,Q3
Alpine Botany,Q1
Alpine Entomology,Q2
Alpine and Mediterranean Quaternary,Q1
AlterNative,Q1
Alternativas,Q3
Alternative Law Journal,Q3
Alternatives,Q1
Alternatives to Laboratory Animals,Q2
Altex,Q1
Althea Medical Journal,Q4
Altorientalische Forschungen,Q1
Altre Modernita,Q4
Alytes,Q2
Alzheimer Disease and Associated Disorders,Q2
Alzheimer's Research and Therapy,Q1
Alzheimer's and Dementia,Q1
"Alzheimer's and Dementia: Diagnosis, Assessment and Disease Monitoring",Q1
Alzheimer's and Dementia: Translational Research and Clinical Interventions,Q1
Amaltea,Q4
Ambiente e Sociedade,Q3
Ambio,Q1
Ambitos,Q4
Ambix,Q2
Ambulatornaya Khirurgiya,Q4
Ambulatory Surgery,Q4
Ameghiniana,Q2
Amerasia Journal,Q3
America Latina Hoy,Q1
America Latina en la Historia Economica,Q2
America sin Nombre,Q3
American Annals of the Deaf,Q3
American Anthropologist,Q1
American Antiquity,Q1
American Archivist,Q1
American Art,Q4
American Behavioral Scientist,Q1
American Biology Teacher,Q3
American Book Review,Q4
American Business Law Journal,Q2
American Business Review,Q3
American Catholic Philosophical Quarterly,Q3
American Chemical Society Environmental Science and Technology Air,Q1
American Communication Journal,Q3
American Communist History,Q3
American Economic Journal: Applied Economics,Q1
American Economic Journal: Economic Policy,Q1
American Economic Journal: Macroeconomics,Q1
American Economic Journal: Microeconomics,Q1
American Economic Review,Q1
American Economist,Q2
American Educational Research Journal,Q1
American Entomologist,Q3
American Ethnologist,Q1
American Family Physician,Q2
American Fern Journal,Q3
American Health and Drug Benefits,Q3
American Heart Journal,Q1
American Heart Journal Plus: Cardiology Research and Practice,Q2
American Historical Review,Q2
American History,Q4
American Imago,Q3
American Indian Culture and Research Journal,Q3
American Indian and Alaska Native Mental Health Research,Q1
American Jewish History,Q4
American Journal of Agricultural Economics,Q1
American Journal of Alzheimer's Disease and other Dementias,Q1
American Journal of Animal and Veterinary Sciences,Q3
American Journal of Archaeology,Q1
American Journal of Audiology,Q2
American Journal of Biochemistry and Biotechnology,Q4
American Journal of Bioethics,Q1
American Journal of Biological Anthropology,Q1
American Journal of Botany,Q1
American Journal of Cardiology,Q1
American Journal of Cardiovascular Drugs,Q1
American Journal of Case Reports,Q3
American Journal of Chinese Medicine,Q1
American Journal of Clinical Dermatology,Q1
American Journal of Clinical Hypnosis,Q3
American Journal of Clinical Nutrition,Q1
American Journal of Clinical Oncology: Cancer Clinical Trials,Q2
American Journal of Clinical Pathology,Q2
American Journal of Community Psychology,Q1
American Journal of Comparative Law,Q2
American Journal of Criminal Justice,Q1
American Journal of Critical Care,Q2
American Journal of Cultural Sociology,Q2
American Journal of Dance Therapy,Q3
American Journal of Dentistry,Q3
American Journal of Dermatopathology,Q3
American Journal of Disaster Medicine,Q4
American Journal of Distance Education,Q2
American Journal of Drug and Alcohol Abuse,Q1
American Journal of Economics and Sociology,Q2
American Journal of Education,Q1
American Journal of Emergency Medicine,Q2
American Journal of Enology and Viticulture,Q2
American Journal of Epidemiology,Q1
American Journal of Evaluation,Q1
American Journal of Family Therapy,Q3
American Journal of Forensic Medicine and Pathology,Q3
American Journal of Forensic Psychology,Q4
American Journal of Gastroenterology,Q1
American Journal of Geriatric Psychiatry,Q1
American Journal of Health Economics,Q1
American Journal of Health Education,Q2
American Journal of Health Promotion,Q1
American Journal of Health-System Pharmacy,Q2
American Journal of Hematology,Q1
American Journal of Hospice and Palliative Medicine,Q2
American Journal of Human Biology,Q1
American Journal of Human Genetics,Q1
American Journal of Hypertension,Q1
American Journal of Industrial Medicine,Q1
American Journal of Infection Control,Q2
American Journal of International Law,Q1
American Journal of Islam and Society,Q2
American Journal of Jurisprudence,Q2
American Journal of Kidney Diseases,Q1
American Journal of Law and Medicine,Q2
American Journal of Legal History,Q2
American Journal of Lifestyle Medicine,Q2
American Journal of Managed Care,Q1
American Journal of Mathematical and Management Sciences,Q3
American Journal of Mathematics,Q1
"American Journal of Medical Genetics, Part A",Q2
"American Journal of Medical Genetics, Part B: Neuropsychiatric Genetics",Q2
"American Journal of Medical Genetics, Part C: Seminars in Medical Genetics",Q1
American Journal of Medical Quality,Q3
American Journal of Medicine,Q1
American Journal of Medicine Open,Q1
American Journal of Men's Health,Q1
American Journal of Nephrology,Q1
American Journal of Neuroradiology,Q1
American Journal of Numismatics,Q4
American Journal of Nursing,Q3
American Journal of Obstetrics and Gynecology,Q1
American Journal of Obstetrics and Gynecology MFM,Q1
American Journal of Occupational Therapy,Q2
